"Close","Open","Volume","RSI","MACD","Signal","SMA20","EMA20","Target"
0.0019663642749803,0.00193944711980886,2.19318959496844e-05,0.443421398901519,0.409526709052878,0.331633786767572,0.00138966483417256,0.00152581475438834,"0"
0.0019350622638923,0.00197433442313928,1.46729790480096e-05,0.428764886351081,0.411637205115092,0.340769409663425,0.00139361365357284,0.00152521859793708,"0"
0.00170158650380702,0.00194455246644956,5.68873020376675e-05,0.33399908095696,0.398564874645068,0.345064249353526,0.00139307890674536,0.00150150274180438,"0"
0.00170090713969415,0.00171457313045817,2.59118202424538e-05,0.333753765267845,0.388547065090296,0.34619064321615,0.00140747505856505,0.00147997810008813,"0"
0.00159640400542909,0.00171476175873263,3.31542111125577e-05,0.296490905350922,0.374255271615193,0.343796968077808,0.00142054385910015,0.00145012969451787,"1"
0.00166654784610412,0.00160978911605716,1.36221513853712e-05,0.339915593039895,0.368178258283641,0.340481050253752,0.0014325695448963,0.00143008697435182,"0"
0.00165036377444187,0.00167858199174451,1.86383718302599e-05,0.333601913164165,0.36299716202381,0.33663388050541,0.00144077484829668,0.00141034653778745,"1"
0.00169404668530801,0.00166384191601922,3.85862891967145e-06,0.361908513713763,0.362577836252065,0.333459474512217,0.00144305936674479,0.00139682242146259,"0"
0.0014861822899053,0.00170039922753836,3.33399865019396e-05,0.28278138469615,0.349029206261859,0.327796486327414,0.0014286847055448,0.0013639522072594,"1"
0.00157785123099941,0.00149864501701265,6.74896060850578e-05,0.339816903561314,0.345378902336938,0.322424564888181,0.00142074554603241,0.00134331220542484,"0"
0.00151194484838154,0.00158640525764793,1.72490454519993e-05,0.315449504271967,0.338916794311318,0.316637271366118,0.00140903582599779,0.00131809557838135,"0"
0.00139330523840276,0.00152639785183693,2.90218484251269e-05,0.274914192291654,0.326572162661064,0.309161539579286,0.00138325079329797,0.00128350351728584,"1"
0.0013946547510068,0.00140773281231021,6.01766946491993e-06,0.275822067314307,0.317934388135547,0.301189625689071,0.00135174129737488,0.00125233990048796,"1"
0.00141033858720314,0.00140295778113638,1.83976046461684e-05,0.28701146074618,0.31336949849238,0.293759717643492,0.00131593722450859,0.0012257011371291,"1"
0.00143806407310344,0.00141798094326442,2.61107024844607e-05,0.307462029370537,0.312976038388438,0.287725084011461,0.00128454542028017,0.00120435162919838,"1"
0.00152293850910426,0.00145121666926043,3.79686999996514e-05,0.367895226021816,0.320003731305261,0.284517521840727,0.00126351206493728,0.00119346065226603,"1"
0.00161545701532468,0.00153402275385668,3.50618280326673e-05,0.427622923064819,0.333375130143697,0.285034077118703,0.00124667952961076,0.00119279096093028,"0"
0.00155057903849193,0.00163178576469832,2.94691910038531e-05,0.394603232428604,0.340392507688238,0.287065087998802,0.0012227370716445,0.00118574479697776,"1"
0.00157957829610535,0.00155946366839488,5.82348859396329e-06,0.413665980889321,0.349006699941482,0.29067578857232,0.00120122123549582,0.00118224837031025,"1"
0.00174732680221973,0.00158986853036347,5.04726374039964e-05,0.511745774036192,0.368583979866119,0.29807764057201,0.0011916588039328,0.00119573685506837,"1"
0.00178186551244491,0.00174924329528639,6.82651898425692e-05,0.529636168046209,0.387031563372627,0.308251976649506,0.00118211102235533,0.00121136928203089,"1"
0.00178914124578432,0.00178313936423407,2.66332669999918e-05,0.533535637315223,0.402458920885963,0.319948025507858,0.00117455963290799,0.00122623514783769,"1"
0.00231633730098515,0.00180322035595657,0.000111954033752551,0.726472065464402,0.450754539041218,0.340438801776853,0.0012063728887552,0.0012920184739919,"0"
0.00228966873169963,0.00236269757765295,0.000149456158291906,0.710179465149025,0.485612197599021,0.36486741022796,0.00123684120737384,0.001348889408233,"0"
0.00207340573704988,0.00227912690058541,6.58122138806239e-05,0.590770973474854,0.497604168714498,0.387174892581402,0.00126152597101673,0.00137887624893972,"0"
0.00186876882516265,0.00210203029329022,2.63158532212014e-05,0.499988923352428,0.492836291117209,0.403921705253648,0.00127199087447679,0.00138569347423277,"1"
0.00197964168195783,0.00186687044733042,1.54260532107952e-05,0.539476487151369,0.495618550202857,0.417960569645321,0.00128903095374912,0.00140286747399469,"0"
0.00197516864957073,0.00199538735444394,9.98034115059257e-05,0.53749628167915,0.496751792000864,0.429452915563786,0.00130357897062752,0.00141796182949366,"0"
0.00185994544335245,0.00199006515728312,7.33153171453358e-05,0.486954527913175,0.489455077090895,0.436964627983285,0.00132292115429196,0.00142018074645731,"1"
0.00191049831221461,0.00185900018456283,3.54459158008985e-05,0.507374886139091,0.486368702564711,0.442262473739088,0.00134013558776664,0.00142720657790252,"0"
0.00169614151131778,0.00191949831186953,5.34005943078122e-05,0.420891118060767,0.469449930211446,0.442600343727595,0.00134966773573797,0.00141228469090781,"0"
0.00163015938780899,0.00170785422012004,6.65556003697301e-05,0.397273252462142,0.451391215056959,0.438707433866536,0.00136192490024776,0.00139223407775506,"1"
0.00164971263317048,0.00164863962902598,2.50208391955258e-05,0.406525959037314,0.438231532118895,0.432559309356625,0.00137512410502857,0.00137603404201466,"1"
0.00178798986904703,0.0016634643714882,2.46749322588547e-05,0.469408887711844,0.436993814557969,0.42735546979242,0.0013946674987183,0.00137510325582475,"1"
0.00187601633566058,0.00179343472425242,6.96328614208404e-05,0.506029478202847,0.441808877657301,0.424302449365672,0.00141733145855626,0.00138299925360611,"0"
0.00186136090524935,0.00188721551863717,5.39961013075178e-05,0.499258204108722,0.444504348258393,0.422481439302848,0.00143484476365877,0.00138868844858968,"0"
